contigName	contigLen	totalAvgDepth	sample_small.sorted	sample_small.sorted-var
NODE_1526_length_729_cov_1.568249	729	2.84974	2.84974	2.27323
NODE_1527_length_728_cov_80.794948	728	125.979	125.979	295.112
NODE_1528_length_728_cov_4.127786	728	6.95675	6.95675	9.04664
NODE_1529_length_728_cov_1.757801	728	2.91869	2.91869	1.67622
NODE_1530_length_728_cov_1.622585	728	2.4654	2.4654	1.33069
NODE_1531_length_728_cov_1.261516	728	2.51557	2.51557	0.801315
NODE_1532_length_727_cov_2.165179	727	3.64125	3.64125	1.77211
NODE_1533_length_726_cov_208.078987	726	268.398	268.398	2259.56
NODE_1534_length_726_cov_2.479881	726	4.15278	4.15278	2.4914
NODE_1535_length_726_cov_1.976155	726	3.34896	3.34896	2.43628
NODE_1536_length_725_cov_2.313433	725	3.75652	3.75652	3.15316
NODE_1537_length_725_cov_1.768657	725	3.04	3.04	3.09421
NODE_1538_length_725_cov_1.629851	725	2.68174	2.68174	1.54836
NODE_1539_length_725_cov_1.586567	725	2.70783	2.70783	1.47547
NODE_1540_length_725_cov_1.562687	725	2.43652	2.43652	1.66103
NODE_1541_length_724_cov_35.171898	724	58.1394	58.1394	11.0242
NODE_1542_length_724_cov_2.092676	724	3.71254	3.71254	2.24708
NODE_1543_length_724_cov_1.686099	724	2.70906	2.70906	0.995488
NODE_1544_length_724_cov_1.358744	724	2.27526	2.27526	0.437192
NODE_1545_length_723_cov_1.770958	723	2.69983	2.69983	1.35729
NODE_1546_length_723_cov_1.372754	723	2.36998	2.36998	0.380356
NODE_1547_length_722_cov_2.943028	722	5.24301	5.24301	6.23331
NODE_1548_length_722_cov_1.637181	722	2.52797	2.52797	1.42654
NODE_1549_length_721_cov_1.156156	721	3.12259	3.12259	1.83407
NODE_1550_length_720_cov_1.685714	720	2.98772	2.98772	0.841677
NODE_1551_length_719_cov_2.385542	719	4.31107	4.31107	2.21469
NODE_1552_length_719_cov_1.867470	719	3.10896	3.10896	0.664161
NODE_1553_length_718_cov_2.708899	718	4.57923	4.57923	4.14183
NODE_1554_length_717_cov_3.570997	717	9.02998	9.02998	13.4213
NODE_1555_length_717_cov_1.347432	717	2.73016	2.73016	0.999498
NODE_1556_length_716_cov_67.354009	716	106.671	106.671	344.571
NODE_1557_length_716_cov_2.464448	716	4.04417	4.04417	4.02814
NODE_1558_length_716_cov_1.396369	716	2.33039	2.33039	0.795076
NODE_1559_length_716_cov_1.363086	716	2.26148	2.26148	0.880172
NODE_1560_length_715_cov_52.913636	715	41.9734	41.9734	462.774
NODE_1561_length_715_cov_1.789394	715	2.97168	2.97168	0.655221
NODE_1562_length_714_cov_2.593323	714	4.33511	4.33511	7.61933
NODE_1563_length_714_cov_1.242792	714	1.93085	1.93085	0.934816
NODE_1564_length_713_cov_2.141337	713	3.64831	3.64831	1.58428
NODE_1565_length_713_cov_2.074468	713	3.42451	3.42451	1.1273
NODE_1566_length_712_cov_3.074581	712	5.49822	5.49822	6.82798
NODE_1567_length_712_cov_2.624049	712	4.75979	4.75979	4.98141
NODE_1568_length_711_cov_10.210366	711	19.2692	19.2692	231.629
NODE_1569_length_710_cov_13.254962	710	21.8589	21.8589	18.9693
NODE_1570_length_710_cov_1.132824	710	2.02679	2.02679	0.51628
NODE_1571_length_710_cov_0.970992	710	1.55536	1.55536	0.247377
NODE_1572_length_709_cov_17.790520	709	3.99284	3.99284	9.80998
NODE_1573_length_709_cov_2.087156	709	3.70304	3.70304	1.32026
NODE_1574_length_709_cov_1.620795	709	2.63864	2.63864	1.18459
NODE_1575_length_709_cov_1.246177	709	2.26476	2.26476	0.413648
NODE_1576_length_708_cov_2.010720	708	3.40502	3.40502	1.37606
NODE_1577_length_708_cov_1.900459	708	3.22043	3.22043	0.613798
NODE_1578_length_707_cov_3.452454	707	6.00718	6.00718	5.74456
NODE_1579_length_707_cov_1.981595	707	3.21724	3.21724	2.25309
NODE_1580_length_707_cov_1.269939	707	2.25135	2.25135	0.350379
NODE_1581_length_706_cov_1.797235	706	2.84353	2.84353	0.766463
NODE_1582_length_706_cov_1.674347	706	2.69604	2.69604	0.709243
NODE_1583_length_704_cov_9.753467	704	14.1011	14.1011	10.6842
NODE_1584_length_704_cov_1.779661	704	3.36101	3.36101	1.26184
NODE_1585_length_704_cov_1.640986	704	2.84477	2.84477	1.32124
NODE_1586_length_703_cov_2.313272	703	3.84629	3.84629	1.60857
NODE_1587_length_703_cov_1.805556	703	3.19711	3.19711	2.05347
NODE_1588_length_703_cov_1.242284	703	2.03978	2.03978	0.465806
NODE_1589_length_702_cov_2.100464	702	3.41848	3.41848	1.0133
NODE_1590_length_702_cov_1.825348	702	2.76812	2.76812	1.36537
NODE_1591_length_702_cov_1.049459	702	1.80254	1.80254	0.452767
NODE_1592_length_701_cov_20.947368	701	35.1307	35.1307	34.0229
NODE_1593_length_701_cov_2.061920	701	3.12886	3.12886	0.705184
NODE_1594_length_700_cov_14.587597	700	23.1527	23.1527	29.7617
NODE_1595_length_700_cov_1.548837	700	2.29091	2.29091	0.64017
NODE_1596_length_699_cov_2.512422	699	4.47905	4.47905	3.70258
NODE_1597_length_698_cov_10.547434	698	14.0164	14.0164	4.01982
NODE_1598_length_698_cov_1.696734	698	2.77372	2.77372	1.83901
NODE_1599_length_697_cov_2.500000	697	4.26691	4.26691	3.5147
NODE_1600_length_697_cov_2.408100	697	4.08958	4.08958	1.57987
NODE_1601_length_697_cov_2.266355	697	3.99269	3.99269	3.29299
NODE_1602_length_697_cov_1.559190	697	2.48812	2.48812	0.755807
NODE_1603_length_696_cov_1.561622	696	2.54579	2.54579	1.39332
NODE_1604_length_696_cov_1.541342	696	2.84249	2.84249	0.632024
NODE_1605_length_695_cov_2.640625	695	4.54862	4.54862	1.85103
NODE_1606_length_694_cov_10.964006	694	11.704	11.704	3.51999
NODE_1607_length_694_cov_2.896714	694	4.72426	4.72426	4.46159
NODE_1608_length_693_cov_27.932602	693	42.5801	42.5801	174.414
NODE_1609_length_693_cov_2.037618	693	4.06446	4.06446	1.73569
NODE_1610_length_693_cov_1.902821	693	3.15838	3.15838	2.10771
NODE_1611_length_693_cov_1.852665	693	3.11786	3.11786	1.83847
NODE_1612_length_693_cov_1.647335	693	2.61142	2.61142	1.1347
NODE_1613_length_693_cov_1.547022	693	3.07551	3.07551	0.878052
NODE_1614_length_692_cov_107.161695	692	119.662	119.662	5243.05
NODE_1615_length_692_cov_1.915228	692	3.35424	3.35424	2.26984
NODE_1616_length_690_cov_3.428346	690	5.88519	5.88519	10.0721
NODE_1617_length_690_cov_1.381102	690	2.02222	2.02222	0.993938
NODE_1618_length_689_cov_1.536278	689	2.5102	2.5102	1.31727
NODE_1619_length_688_cov_11.063191	688	6.2881	6.2881	8.65985
NODE_1620_length_688_cov_3.018957	688	5.13197	5.13197	8.56543
NODE_1621_length_688_cov_2.443918	688	4.13569	4.13569	2.2404
NODE_1622_length_688_cov_2.156398	688	3.64126	3.64126	2.9977
NODE_1623_length_687_cov_47.958861	687	76.7803	76.7803	23.1754
NODE_1624_length_687_cov_2.905063	687	4.92365	4.92365	2.71992
NODE_1625_length_687_cov_2.520570	687	4.12104	4.12104	3.39018
NODE_1626_length_687_cov_2.248418	687	3.73743	3.73743	4.18653
NODE_1627_length_687_cov_1.639241	687	2.8473	2.8473	0.916937
NODE_1628_length_686_cov_2.099842	686	3.45709	3.45709	1.31778
NODE_1629_length_686_cov_1.854200	686	3.25933	3.25933	1.47842
NODE_1630_length_686_cov_1.768621	686	3.1194	3.1194	2.42683
NODE_1631_length_685_cov_3.982540	685	6.71963	6.71963	12.3407
NODE_1632_length_685_cov_1.980952	685	3.36822	3.36822	1.89598
NODE_1633_length_685_cov_1.566667	685	2.79813	2.79813	0.790635
NODE_1634_length_684_cov_2.085851	684	3.23034	3.23034	1.64479
NODE_1635_length_684_cov_1.435612	684	2.28839	2.28839	0.959822
NODE_1636_length_684_cov_1.359300	684	2.33146	2.33146	0.694803
NODE_1637_length_683_cov_42.375796	683	64.2833	64.2833	85.6586
NODE_1638_length_683_cov_9.242038	683	13.2195	13.2195	17.1905
NODE_1639_length_683_cov_1.823248	683	3.11632	3.11632	1.1481
NODE_1640_length_682_cov_1.601276	682	2.8703	2.8703	1.31083
NODE_1641_length_681_cov_2.653355	681	4.65725	4.65725	2.14268
NODE_1642_length_681_cov_2.180511	681	3.6064	3.6064	2.23913
NODE_1643_length_681_cov_1.431310	681	2.69303	2.69303	1.0471
NODE_1644_length_681_cov_1.298722	681	2.46704	2.46704	0.438062
NODE_1645_length_680_cov_2.561600	680	4.23774	4.23774	1.55774
NODE_1646_length_680_cov_2.036800	680	3.37547	3.37547	2.68106
NODE_1647_length_680_cov_1.542400	680	2.60189	2.60189	1.38185
NODE_1648_length_679_cov_2.331731	679	4.01701	4.01701	3.23645
NODE_1649_length_679_cov_1.681090	679	3.0586	3.0586	1.45679
NODE_1650_length_678_cov_23.940610	678	27.4621	27.4621	34.5944
NODE_1651_length_678_cov_13.158909	678	20.5947	20.5947	18.4578
NODE_1652_length_678_cov_2.855538	678	4.99053	4.99053	6.50656
NODE_1653_length_678_cov_1.791332	678	3.23864	3.23864	0.72473
NODE_1654_length_678_cov_1.235955	678	2.45833	2.45833	1.11022
NODE_1655_length_677_cov_2.593248	677	4.65655	4.65655	3.68981
NODE_1656_length_677_cov_1.506431	677	2.43643	2.43643	0.80916
NODE_1657_length_676_cov_2.152979	676	4.13308	4.13308	4.94225
NODE_1658_length_676_cov_1.904992	676	3.08935	3.08935	0.656762
NODE_1659_length_676_cov_1.465378	676	2.34791	2.34791	1.09206
NODE_1660_length_675_cov_4.677419	675	6.25905	6.25905	5.32972
NODE_1661_length_675_cov_2.611290	675	4.37905	4.37905	2.36941
NODE_1662_length_675_cov_1.508065	675	2.70476	2.70476	0.777172
NODE_1663_length_674_cov_2.678514	674	4.62214	4.62214	5.19154
NODE_1664_length_674_cov_2.418417	674	3.94275	3.94275	5.48428
NODE_1665_length_674_cov_1.321486	674	2.08779	2.08779	0.493235
NODE_1666_length_673_cov_1.153722	673	2.05736	2.05736	0.310879
NODE_1667_length_672_cov_2.322528	672	3.52299	3.52299	1.5321
NODE_1668_length_672_cov_2.061588	672	3.62452	3.62452	3.37121
NODE_1669_length_672_cov_1.622366	672	2.78927	2.78927	1.64073
NODE_1670_length_670_cov_8.165854	670	12.6404	12.6404	6.36565
NODE_1671_length_670_cov_3.458537	670	4.48269	4.48269	5.20203
NODE_1672_length_670_cov_2.944715	670	5.11346	5.11346	0.948568
NODE_1673_length_670_cov_2.941463	670	4.38462	4.38462	1.05409
NODE_1674_length_670_cov_2.186992	670	3.79615	3.79615	1.70018
NODE_1675_length_669_cov_58.845277	669	52.869	52.869	206.164
NODE_1676_length_669_cov_2.667752	669	4.47592	4.47592	3.43909
NODE_1677_length_669_cov_2.153094	669	3.50867	3.50867	3.76782
NODE_1678_length_669_cov_2.127036	669	3.55299	3.55299	1.40211
NODE_1679_length_668_cov_2.920065	668	5.60232	5.60232	7.1104
NODE_1680_length_668_cov_2.115824	668	3.85714	3.85714	1.5811
NODE_1681_length_668_cov_2.078303	668	3.44788	3.44788	1.6675
NODE_1682_length_667_cov_15.939542	667	19.8414	19.8414	13.2694
NODE_1683_length_666_cov_14.446809	666	22.6124	22.6124	22.3892
NODE_1684_length_665_cov_2.049180	665	3.5068	3.5068	1.79518
NODE_1685_length_665_cov_1.565574	665	2.40388	2.40388	0.87547
NODE_1686_length_665_cov_1.193443	665	1.97087	1.97087	0.417439
NODE_1687_length_664_cov_2.939245	664	4.89883	4.89883	1.74414
NODE_1688_length_664_cov_2.471264	664	4.37938	4.37938	1.1248
NODE_1689_length_664_cov_1.576355	664	3.14981	3.14981	1.15685
NODE_1690_length_664_cov_1.157635	664	1.96303	1.96303	0.304675
NODE_1691_length_662_cov_23.672158	662	33.1816	33.1816	56.4505
NODE_1692_length_662_cov_2.586491	662	4.41406	4.41406	2.20786
NODE_1693_length_662_cov_1.647446	662	2.80273	2.80273	0.538306
NODE_1694_length_662_cov_1.499176	662	2.34375	2.34375	1.19667
NODE_1695_length_661_cov_4.029703	661	4.96869	4.96869	5.09313
NODE_1696_length_661_cov_2.702970	661	4.55773	4.55773	3.98442
NODE_1697_length_661_cov_2.402640	661	3.93346	3.93346	1.30537
NODE_1698_length_661_cov_1.599010	661	2.591	2.591	0.775527
NODE_1699_length_660_cov_4.046281	660	5.79216	5.79216	2.42431
NODE_1700_length_660_cov_2.707438	660	4.4902	4.4902	2.20324
NODE_1701_length_659_cov_2.302980	659	3.84086	3.84086	1.93722
NODE_1702_length_659_cov_2.205298	659	3.45972	3.45972	2.35909
NODE_1703_length_659_cov_2.011589	659	3.778	3.778	3.22817
NODE_1704_length_659_cov_1.504967	659	2.49116	2.49116	0.994511
NODE_1705_length_659_cov_1.205298	659	1.72692	1.72692	0.289451
NODE_1706_length_658_cov_2.810945	658	5.38976	5.38976	3.84383
NODE_1707_length_658_cov_2.565506	658	4.02165	4.02165	3.60702
NODE_1708_length_658_cov_2.081260	658	3.69094	3.69094	1.59464
NODE_1709_length_657_cov_128.895349	657	124.181	124.181	1921.81
NODE_1710_length_657_cov_2.908638	657	3.70217	3.70217	1.85776
NODE_1711_length_656_cov_2.582363	656	4.38735	4.38735	2.94274
NODE_1712_length_656_cov_1.762063	656	2.94664	2.94664	1.17536
NODE_1713_length_655_cov_11.130000	655	18.7762	18.7762	18.559
NODE_1714_length_654_cov_265.806344	654	66.373	66.373	557.244
NODE_1715_length_653_cov_8.329431	653	13.5408	13.5408	15.0536
NODE_1716_length_653_cov_2.463211	653	4.15308	4.15308	3.47254
NODE_1717_length_653_cov_1.959866	653	3.45328	3.45328	1.35587
NODE_1718_length_652_cov_9.849246	652	15.7351	15.7351	15.6003
NODE_1719_length_652_cov_1.896147	652	3.06574	3.06574	0.831998
NODE_1720_length_652_cov_1.664992	652	2.6992	2.6992	1.39637
NODE_1721_length_650_cov_2.141176	650	3.112	3.112	2.30409
NODE_1722_length_650_cov_1.675630	650	2.776	2.776	0.751323
NODE_1723_length_648_cov_84.924115	648	53.6325	53.6325	274.362
NODE_1724_length_648_cov_14.981450	648	24.5382	24.5382	34.4744
NODE_1725_length_648_cov_2.784148	648	5.0261	5.0261	3.28503
NODE_1726_length_648_cov_2.485666	648	4.11847	4.11847	1.15495
NODE_1727_length_648_cov_1.148398	648	2.03815	2.03815	1.34462
NODE_1728_length_647_cov_5.741554	647	8.12475	8.12475	3.25053
NODE_1729_length_647_cov_2.459459	647	4.1328	4.1328	3.7283
NODE_1730_length_647_cov_1.998311	647	3.5171	3.5171	6.18973
NODE_1731_length_647_cov_1.868243	647	3.02817	3.02817	0.563721
NODE_1732_length_646_cov_2.309645	646	3.67944	3.67944	1.45462
NODE_1733_length_646_cov_1.763113	646	2.96573	2.96573	1.54831
NODE_1734_length_646_cov_1.746193	646	3.46774	3.46774	1.78887
NODE_1735_length_646_cov_1.468697	646	2.89315	2.89315	1.23098
NODE_1736_length_645_cov_3.227119	645	5.20606	5.20606	6.20443
NODE_1737_length_645_cov_1.620339	645	2.65253	2.65253	1.08954
NODE_1738_length_645_cov_1.542373	645	2.52323	2.52323	1.20543
NODE_1739_length_645_cov_1.515254	645	2.56364	2.56364	1.05617
NODE_1740_length_645_cov_1.130508	645	1.90505	1.90505	0.887729
NODE_1741_length_644_cov_1.898132	644	3.44332	3.44332	1.43999
NODE_1742_length_644_cov_1.010187	644	1.75304	1.75304	0.247201
NODE_1743_length_643_cov_2.355442	643	4.28195	4.28195	2.43863
NODE_1744_length_643_cov_1.777211	643	3.18661	3.18661	0.680551
NODE_1745_length_643_cov_0.955782	643	1.72008	1.72008	0.555636
NODE_1746_length_642_cov_1.851789	642	3.14024	3.14024	1.46909
NODE_1747_length_642_cov_1.705281	642	2.69919	2.69919	0.781015
NODE_1748_length_642_cov_1.550256	642	2.62805	2.62805	0.881732
NODE_1749_length_641_cov_2.194539	641	3.67821	3.67821	1.3289
NODE_1750_length_641_cov_2.116041	641	3.61507	3.61507	3.35561
NODE_1751_length_641_cov_1.860068	641	3.08758	3.08758	1.63109
NODE_1752_length_641_cov_1.558020	641	2.83503	2.83503	1.10539
NODE_1753_length_641_cov_1.431741	641	2.38086	2.38086	0.922001
NODE_1754_length_640_cov_3.637607	640	6.78571	6.78571	6.56544
NODE_1755_length_640_cov_2.487179	640	3.77959	3.77959	2.84293
NODE_1756_length_640_cov_1.947009	640	3.1102	3.1102	2.39682
NODE_1757_length_640_cov_1.682051	640	2.81633	2.81633	0.58787
NODE_1758_length_639_cov_2.054795	639	3.56646	3.56646	3.01249
NODE_1759_length_639_cov_1.023973	639	1.80982	1.80982	0.539573
NODE_1760_length_638_cov_3.351630	638	3.77869	3.77869	5.49511
NODE_1761_length_638_cov_1.716981	638	3.02254	3.02254	1.21304
NODE_1762_length_637_cov_4.061856	637	6.14579	6.14579	5.17006
NODE_1763_length_636_cov_2.256454	636	3.78807	3.78807	1.50757
NODE_1764_length_636_cov_2.228916	636	4.28601	4.28601	1.50359
NODE_1765_length_636_cov_1.908778	636	3.48765	3.48765	2.31634
NODE_1766_length_635_cov_3.137931	635	5.05773	5.05773	4.66609
NODE_1767_length_635_cov_2.515517	635	4.21237	4.21237	3.21306
NODE_1768_length_635_cov_2.325862	635	4.16082	4.16082	2.83359
NODE_1769_length_635_cov_1.758621	635	3.01031	3.01031	2.18378
NODE_1770_length_635_cov_1.396552	635	2.24536	2.24536	0.549176
NODE_1771_length_634_cov_2.623489	634	4.11777	4.11777	5.78115
NODE_1772_length_634_cov_1.789292	634	3.05785	3.05785	1.52046
NODE_1773_length_633_cov_19.441176	633	30.1118	30.1118	16.9999
NODE_1774_length_632_cov_1.892548	632	3.17012	3.17012	3.08533
NODE_1775_length_632_cov_1.892548	632	3.25726	3.25726	0.68212
NODE_1776_length_631_cov_20.710069	631	21.9293	21.9293	16.0325
NODE_1777_length_631_cov_2.336806	631	3.78586	3.78586	2.5603
NODE_1778_length_631_cov_2.300347	631	4.00416	4.00416	2.20832
NODE_1779_length_631_cov_2.157986	631	3.65904	3.65904	1.43768
NODE_1780_length_631_cov_2.006944	631	3.71726	3.71726	2.39489
NODE_1781_length_630_cov_2.686957	630	4.43958	4.43958	4.97754
NODE_1782_length_630_cov_2.264348	630	3.43333	3.43333	3.39012
NODE_1783_length_629_cov_34.998258	629	45.6827	45.6827	98.8028
NODE_1784_length_629_cov_10.486063	629	17.3591	17.3591	25.9503
NODE_1785_length_629_cov_1.583624	629	2.70355	2.70355	1.00399
NODE_1786_length_629_cov_1.315331	629	2.59499	2.59499	0.513448
NODE_1787_length_628_cov_2.092496	628	3.53347	3.53347	1.04605
NODE_1788_length_628_cov_2.045375	628	3.58577	3.58577	1.05656
NODE_1789_length_627_cov_3.213287	627	3.73166	3.73166	1.69676
NODE_1790_length_627_cov_3.204545	627	5.37317	5.37317	2.34786
NODE_1791_length_627_cov_2.494755	627	4.11321	4.11321	3.63422
NODE_1792_length_627_cov_1.860140	627	3.24528	3.24528	1.30315
NODE_1793_length_627_cov_1.750000	627	2.92243	2.92243	1.03389
NODE_1794_length_627_cov_1.337413	627	2.68553	2.68553	1.07737
NODE_1795_length_626_cov_3.026270	626	5.22479	5.22479	1.202
NODE_1796_length_626_cov_2.607706	626	4.37605	4.37605	3.85619
NODE_1797_length_626_cov_2.071804	626	3.27941	3.27941	1.24177
NODE_1798_length_626_cov_1.394046	626	2.52101	2.52101	0.730085
NODE_1799_length_625_cov_12.821053	625	20.6695	20.6695	18.6015
NODE_1800_length_625_cov_2.138596	625	4.15368	4.15368	5.28227
NODE_1801_length_625_cov_1.436842	625	2.21053	2.21053	0.668664
NODE_1802_length_625_cov_1.277193	625	1.90316	1.90316	0.674146
NODE_1803_length_624_cov_2.632689	624	4.69409	4.69409	1.69692
NODE_1804_length_624_cov_2.502636	624	4.27215	4.27215	1.45432
NODE_1805_length_624_cov_2.184534	624	3.62025	3.62025	2.01617
NODE_1806_length_624_cov_2.065026	624	3.40717	3.40717	2.6309
NODE_1807_length_623_cov_10.151408	623	13.9746	13.9746	18.6519
NODE_1808_length_623_cov_2.309859	623	3.84567	3.84567	4.92317
NODE_1809_length_623_cov_2.075704	623	3.44609	3.44609	0.959484
NODE_1810_length_623_cov_1.950704	623	3.537	3.537	1.01611
NODE_1811_length_622_cov_3.571429	622	6.16525	6.16525	3.07665
NODE_1812_length_622_cov_2.977072	622	4.7733	4.7733	7.43258
NODE_1813_length_622_cov_2.287478	622	4.15678	4.15678	2.11549
NODE_1814_length_622_cov_1.765432	622	2.80297	2.80297	1.61078
NODE_1815_length_622_cov_1.763668	622	2.92373	2.92373	0.834939
NODE_1816_length_620_cov_2.139823	620	3.77447	3.77447	2.32856
NODE_1817_length_620_cov_1.892035	620	3.08723	3.08723	1.46999
NODE_1818_length_620_cov_1.258407	620	2.03191	2.03191	0.389172
NODE_1819_length_619_cov_2.255319	619	3.82729	3.82729	1.26284
NODE_1820_length_618_cov_2.055062	618	4.01709	4.01709	1.22455
NODE_1821_length_618_cov_1.614565	618	2.72863	2.72863	1.15746
NODE_1822_length_617_cov_3.848754	617	6.37687	6.37687	4.32548
NODE_1823_length_617_cov_2.032028	617	3.70878	3.70878	1.41716
NODE_1824_length_617_cov_1.921708	617	3.31906	3.31906	3.08038
NODE_1825_length_617_cov_1.781139	617	3.09636	3.09636	2.91131
NODE_1826_length_617_cov_1.619217	617	2.72591	2.72591	1.04918
NODE_1827_length_616_cov_2.324421	616	4.41631	4.41631	1.97686
NODE_1828_length_616_cov_2.247772	616	4.16738	4.16738	0.870849
NODE_1829_length_615_cov_1.719643	615	3.00215	3.00215	4.04095
NODE_1830_length_615_cov_1.108929	615	2.1871	2.1871	0.66966
NODE_1831_length_613_cov_3.209677	613	5.17279	5.17279	4.82292
NODE_1832_length_613_cov_1.897849	613	3.05184	3.05184	1.00164
NODE_1833_length_613_cov_1.460573	613	2.79914	2.79914	0.849175
NODE_1834_length_613_cov_1.267025	613	2.35205	2.35205	0.886613
NODE_1835_length_612_cov_3.224417	612	5.50866	5.50866	1.847
NODE_1836_length_611_cov_12.309353	611	20.1518	20.1518	7.79863
NODE_1837_length_611_cov_2.291367	611	3.90456	3.90456	3.45609
NODE_1838_length_611_cov_1.433453	611	1.85466	1.85466	0.346224
NODE_1839_length_611_cov_1.309353	611	2.04555	2.04555	0.634875
NODE_1840_length_610_cov_3.113514	610	5.24783	5.24783	4.57026
NODE_1841_length_610_cov_1.729730	610	3.16304	3.16304	2.00604
NODE_1842_length_610_cov_1.590991	610	3.12826	3.12826	1.4236
NODE_1843_length_610_cov_1.147748	610	1.81087	1.81087	0.301841
NODE_1844_length_609_cov_1.796029	609	3.54684	3.54684	3.37935
NODE_1845_length_609_cov_1.312274	609	2.05011	2.05011	0.458185
NODE_1846_length_608_cov_2.276673	608	4.06987	4.06987	1.85506
NODE_1847_length_608_cov_1.945750	608	3.9607	3.9607	1.5083
NODE_1848_length_608_cov_1.661844	608	2.78166	2.78166	2.35922
NODE_1849_length_608_cov_1.576854	608	2.54585	2.54585	0.423494
NODE_1850_length_608_cov_1.296564	608	2.22052	2.22052	0.487368
NODE_1851_length_608_cov_1.285714	608	2.40611	2.40611	0.259217
NODE_1852_length_607_cov_8.838768	607	13.6018	13.6018	3.43314
NODE_1853_length_607_cov_2.143116	607	3.26477	3.26477	0.883687
NODE_1854_length_606_cov_105.123412	606	121.132	121.132	468.95
NODE_1855_length_606_cov_73.019964	606	108.603	108.603	172.293
NODE_1856_length_606_cov_3.876588	606	5.75658	5.75658	4.14502
NODE_1857_length_606_cov_1.698730	606	2.72588	2.72588	1.90491
NODE_1858_length_605_cov_1.981818	605	3.16703	3.16703	1.03371
NODE_1859_length_605_cov_1.818182	605	3.1978	3.1978	1.50704
NODE_1860_length_605_cov_1.787273	605	2.97582	2.97582	2.42893
NODE_1861_length_605_cov_1.489091	605	2.33626	2.33626	0.421919
NODE_1862_length_604_cov_2.404372	604	4.10132	4.10132	3.1332
NODE_1863_length_604_cov_2.200364	604	4.49119	4.49119	2.32994
NODE_1864_length_604_cov_1.302368	604	2.07709	2.07709	0.486317
NODE_1865_length_603_cov_3.487226	603	5.883	5.883	0.899998
NODE_1866_length_603_cov_2.932482	603	5.68212	5.68212	3.74828
NODE_1867_length_603_cov_1.709854	603	2.97572	2.97572	0.868876
NODE_1868_length_603_cov_1.631387	603	2.85872	2.85872	0.590614
NODE_1869_length_603_cov_1.600365	603	2.84547	2.84547	0.754829
NODE_1870_length_603_cov_1.290146	603	2.23841	2.23841	0.76162
NODE_1871_length_602_cov_1.570384	602	2.89823	2.89823	1.39538
NODE_1872_length_602_cov_1.473492	602	2.26549	2.26549	1.13114
NODE_1873_length_601_cov_1.833333	601	2.87583	2.87583	1.30899
NODE_1874_length_600_cov_3.005505	600	4.98889	4.98889	1.84175
NODE_1875_length_600_cov_2.192661	600	3.29556	3.29556	2.40021
NODE_1876_length_600_cov_1.721101	600	2.73333	2.73333	0.596881
NODE_1877_length_599_cov_5.297794	599	8.50334	8.50334	5.49161
NODE_1878_length_599_cov_3.049632	599	4.67706	4.67706	4.81735
NODE_1879_length_599_cov_2.341912	599	3.65702	3.65702	2.03388
NODE_1880_length_598_cov_2.648250	598	4.28125	4.28125	2.16681
NODE_1881_length_597_cov_1.457565	597	3.02013	3.02013	2.29779
NODE_1882_length_596_cov_2.018484	596	2.95964	2.95964	1.36017
NODE_1883_length_596_cov_1.345656	596	2.28251	2.28251	0.823379
NODE_1884_length_595_cov_3.368519	595	6.25618	6.25618	2.48828
NODE_1885_length_595_cov_2.212963	595	3.67865	3.67865	2.56542
NODE_1886_length_595_cov_2.014815	595	3.50562	3.50562	2.18746
NODE_1887_length_595_cov_1.674074	595	2.60449	2.60449	0.883765
NODE_1888_length_595_cov_1.255556	595	2.14382	2.14382	0.267558
NODE_1889_length_594_cov_73.742115	594	90.0225	90.0225	391.092
NODE_1890_length_594_cov_1.697588	594	3.21396	3.21396	1.32432
NODE_1891_length_593_cov_2.615242	593	3.87133	3.87133	4.73228
NODE_1892_length_593_cov_1.723048	593	2.74944	2.74944	1.28323
NODE_1893_length_593_cov_1.446097	593	2.54853	2.54853	0.497074
NODE_1894_length_592_cov_2.495345	592	4.27828	4.27828	2.71377
NODE_1895_length_592_cov_1.413408	592	2.04977	2.04977	0.668716
NODE_1896_length_591_cov_3.589552	591	5.77778	5.77778	3.09143
NODE_1897_length_591_cov_1.763060	591	3.15646	3.15646	1.00955
NODE_1898_length_591_cov_1.527985	591	2.36054	2.36054	0.612894
NODE_1899_length_590_cov_1.699065	590	2.59545	2.59545	1.28472
NODE_1900_length_590_cov_1.543925	590	2.31364	2.31364	0.830797
NODE_1901_length_590_cov_1.538318	590	2.91818	2.91818	1.00923
NODE_1902_length_590_cov_1.514019	590	2.27727	2.27727	0.683763
NODE_1903_length_590_cov_1.190654	590	1.96591	1.96591	0.338243
NODE_1904_length_590_cov_0.947664	590	1.51364	1.51364	0.532843
NODE_1905_length_589_cov_2.157303	589	3.65376	3.65376	0.875276
NODE_1906_length_589_cov_1.612360	589	3.00683	3.00683	0.892649
NODE_1907_length_588_cov_2.923077	588	4.86073	4.86073	5.55264
NODE_1908_length_588_cov_2.540338	588	4.69178	4.69178	4.32355
NODE_1909_length_588_cov_2.048780	588	3.06621	3.06621	0.867463
NODE_1910_length_587_cov_2.889098	587	5.06407	5.06407	2.97753
NODE_1911_length_587_cov_2.394737	587	3.70938	3.70938	0.862592
NODE_1912_length_587_cov_2.050752	587	3.22883	3.22883	1.88788
NODE_1913_length_587_cov_1.161654	587	1.99313	1.99313	0.493071
NODE_1914_length_586_cov_1.282486	586	2.16743	2.16743	0.291441
